State,Grade,Standard ID,Standard Text,Project Name,Course Name
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.3 Obstacle Course,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.4 Crack the Case,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.5 Complex Contraption,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.6 Passion Project,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-IC-26,Demonstrate ways a given algorithm applies to problems across disciplines.,Capstone #1 Solar System Landing,CS Dimensions with VR
CSTA,9-10,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.,3.1 Music Playlist,CS Dimensions with VR
CSTA,9-10,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,3.1 Music Playlist,CS Dimensions with VR
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.1 Music Playlist,CS Dimensions with VR
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",3.1 Music Playlist,CS Dimensions with VR
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.1 Music Playlist,CS Dimensions with VR
CSTA,9-10,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",3.1 Music Playlist,CS Dimensions with VR
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",3.1 Music Playlist,CS Dimensions with VR
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",3.1 Music Playlist,CS Dimensions with VR
